,BMM5_Benign
RP11-197K6.1,0
RP11-655G22.1,0
FGF12,0
FGF12-AS1,0
FGF12-AS2,0
FGF12-AS3,0
MB21D2,7
RP11-143P4.2,0
HRASLS,0
ATP13A5,0
ATP13A5-AS1,0
ATP13A4,7
ATP13A4-AS1,0
OPA1,245
OPA1-AS1,0
RP11-528A4.2,0
RP11-699L21.1,0
RP11-699L21.2,0
RP11-135A1.3,0
RP11-135A1.2,0
HES1,1
RP11-513G11.4,0
RP11-513G11.3,1
RP11-513G11.2,0
LINC00887,15
CPN2,0
LRRC15,0
GP5,3
ATP13A3,156
LINC00884,17
TMEM44-AS1,28
TMEM44,31
AC046143.3,0
RP11-534C12.1,1
LSG1,211
FAM43A,68
AC106706.1,0
AC090505.6,0
AC090505.4,18
AC090505.1,0
XXYLT1,43
XXYLT1-AS1,0
XXYLT1-AS2,65
ACAP2,804
PPP1R2,1784
AC091633.3,5
APOD,2
RP11-141C7.4,4
AC069513.4,20
LINC00969,1354
MUC20,31
MUC4,2
AC124944.5,1
TNK2,231
TNK2-AS1,6
AC124944.3,8
RP11-352G9.1,1
RP11-480A16.1,37
TFRC,126
LINC00885,2
ZDHHC19,6
SLC51A,65
PCYT1A,265
RP11-447L10.1,0
AC069257.8,0
TCTEX1D2,193
TM4SF19,1
TM4SF19-AS1,8
TM4SF19,0
UBXN7,239
UBXN7-AS1,16
RNF168,465
CTD-2002J20.1,0
SMCO1,0
WDR53,78
FBXO45,75
LINC01063,7
NRROS,307
PIGX,130
CEP19,121
PAK2,1640
SENP5,259
NCBP2,769
NCBP2-AS1,3
NCBP2-AS2,657
PIGZ,10
MFI2,17
MFI2-AS1,17
DLG1,315
DLG1-AS1,1
AC128709.3,0
AC128709.4,0
AC128709.2,0
RP13-616I3.1,1
BDH1,117
RP11-496H1.2,10
AC024560.2,13
KIAA0226,264
FYTTD1,518
RP11-803P9.1,1
LRCH3,292
AC055764.1,0
IQCG,79
RPL35A,53253
LMLN,28
LMLN-AS1,0
FAM157A,0
ZNF595,102
ZNF718,143
ZNF732,1
ZNF141,251
RP11-2H3.6,2
ZNF721,444
PIGG,169
RP11-1263C18.1,0
PDE6B,99
RP11-1191J2.2,2
RP11-1191J2.5,59
ATP5I,1723
MYL5,102
MFSD7,8
PCGF3,121
RP11-1191J2.4,0
RP11-440L14.4,25
RP11-440L14.1,182
AC139887.4,0
CPLX1,4
RP11-440L14.3,0
GAK,248
TMEM175,148
DGKQ,38
SLC26A1,6
IDUA,5
FGFRL1,10
RP11-460I19.2,0
RNF212,38
RP11-20I20.2,0
AC092535.3,1
SPON2,399
RP11-20I20.4,1
CTBP1,372
CTBP1-AS2,61
MAEA,262
UVSSA,51
CRIPAK,22
NKX1-1,0
RP13-1016M1.2,0
RP11-1398P2.1,97
FAM53A,5
SLBP,140
RP11-572O17.1,123
TMEM129,62
TACC3,356
FGFR3,3
LETM1,129
WHSC1,213
NELFA,159
C4orf48,9
NAT8L,2
POLN,25
RP11-317B7.3,0
HAUS3,186
MXD4,199
ZFYVE28,64
RP11-478C1.7,0
RP11-503N18.1,0
RP11-503N18.3,0
RNF4,311
FAM193A,127
TNIP2,48
SH3BP2,214
ADD1,580
MFSD10,591
NOP14-AS1,82
NOP14,197
GRK4,30
HTT-AS,0
HTT,160
MSANTD1,1
RGS12,80
HGFAC,0
DOK7,4
LRPAP1,656
AL590235.1,0
RP11-529E10.7,2
LINC00955,0
RP3-368B9.2,0
RP3-513G18.2,0
AC141928.1,0
ADRA2C,0
OTOP1,0
TMEM128,269
LYAR,1168
ZBTB49,44
RP11-265O12.1,2
NSG1,194
STX18,203
STX18-AS1,21
RP11-326I19.3,0
MSX1,20
CYTL1,267
STK32B,31
C4orf6,0
EVC2,14
EVC,5
CRMP1,4
C4orf50,0
JAKMIP1,26
RP11-586D19.1,10
RP11-586D19.2,1
RP11-1406H17.1,0
WFS1,27
PPP2R2C,5
MAN2B2,95
MRFAP1,1458
RP11-539L10.3,101
AC093323.3,38
RP11-539L10.2,93
AC093323.1,0
S100P,37
MRFAP1L1,269
BLOC1S4,36
KIAA0232,113
TBC1D14,164
RP11-367J11.2,0
CCDC96,6
TADA2B,79
GRPEL1,348
RP11-367J11.3,15
SORCS2,0
PSAPL1,0
AFAP1-AS1,0
AFAP1,26
AC097381.1,0
ABLIM2,9
RP11-338K13.1,0
RP11-1258F18.1,0
SH3TC1,139
HTRA3,3
RP11-774O3.2,0
RP11-774O3.1,0
RP11-774O3.3,10
ACOX3,57
TRMT44,26
RP11-689P11.3,0
RP11-689P11.2,7
GPR78,0
CPZ,0
RP11-1338A24.1,0
HMX1,0
FAM90A26,0
USP17L13,0
USP17L10,0
USP17L11,0
USP17L12,0
USP17L15,0
USP17L17,0
USP17L18,0
USP17L19,0
USP17L20,0
USP17L21,0
USP17L22,0
USP17L23,0
USP17L24,0
USP17L25,0
USP17L26,0
USP17L5,0
USP17L27,0
USP17L28,0
USP17L29,0
USP17L30,0
RP11-1396O13.13,0
DEFB131,0
SLC2A9,17
DRD5,0
RP13-560N11.1,0
RP11-448G15.1,0
WDR1,976
ZNF518B,94
CLNK,42
RP11-61G19.1,0
HS3ST1,150
RP11-281P23.1,2
RP11-281P23.2,0
RP11-74M11.2,0
RP11-1J7.1,0
RP11-168E17.1,1
RP11-22A3.2,1
RP11-22A3.1,2
RAB28,250
NKX3-2,0
LINC01096,1
BOD1L1,546
RP11-341G5.1,0
AC007126.1,1
LINC01085,0
RP11-669M16.2,0
RP11-669M16.1,0
AC006296.1,0
AC006296.2,0
LINC00504,27
CPEB2-AS1,1
CPEB2,20
RP11-665G4.1,0
C1QTNF7,0
RP11-484O2.1,3
CC2D2A,36
RP11-799M12.2,0
FBXL5,463
FAM200B,818
BST1,176
CD38,1004
FGFBP1,0
FGFBP2,615
PROM1,58
TAPT1,125
RP11-452J21.2,1
TAPT1-AS1,166
RP11-446J8.1,5
LDB2,14
RP11-141E13.1,0
RP11-576E20.1,0
QDPR,236
CLRN2,0
LAP3,390
AC006160.5,2
MED28,1206
FAM184B,259
DCAF16,219
NCAPG,181
LCORL,182
RP11-608B3.1,0
RP11-3J1.1,0
RP11-608O21.1,0
RP11-94H6.1,0
SLIT2,3
PACRGL,39
KCNIP4,3
RP11-362J17.1,0
RP11-120A1.1,0
RP11-556G22.3,0
RP11-556G22.2,0
RP11-17E2.2,0
GPR125,47
RP11-412P11.1,0
RP11-552M14.1,0
RP11-453O5.1,0
RP11-380P13.1,0
RP11-380P13.2,0
PPARGC1A,0
RP13-497K6.1,0
DHX15,381
RP11-496D24.2,0
SOD3,0
CCDC149,11
LGI2,0
SEPSECS,67
PI4K2B,197
RP11-660M5.1,0
ZCCHC4,47
ANAPC4,165
RP11-302F12.3,0
SLC34A2,0
SEL1L3,221
RP11-302F12.10,6
SMIM20,496
RP13-494C23.1,0
RBPJ,641
CCKAR,0
TBC1D19,128
STIM2,1188
RP11-293A21.1,12
RP11-415C15.1,0
AC024132.1,0
RP11-415C15.2,1
RP11-415C15.3,0
AC007106.1,0
RP11-180C1.1,0
RP11-123O22.1,0
RP11-292B1.2,0
RP11-769N22.1,1
RP11-472K22.1,0
RP11-472K22.2,0
PCDH7,0
RP11-619J20.1,0
RP11-617I14.1,0
RP11-315A17.1,0
RP11-665I14.1,0
RP11-734I18.1,0
RP11-240A16.1,0
RP11-802H3.2,0
RP11-79E3.3,0
RP11-79E3.2,0
RP11-548L20.1,0
RP11-725M22.1,0
ARAP2,431
RP11-431M7.3,14
DTHD1,123
RP11-431M7.2,0
RP11-722M1.1,0
RP11-103J17.2,0
RP11-103J17.1,0
KIAA1239,0
C4orf19,1
RP11-36B15.1,0
RELL1,46
PGM2,177
TBC1D1,452
PTTG2,35
RP11-600L4.1,0
RP11-83C7.1,0
RP11-83C7.2,0
RP11-213G21.1,5
RP11-213G21.2,0
RP11-617D20.1,25
RP11-617D20.2,0
AC021860.1,83
KLF3,143
TLR10,77
TLR1,73
TLR6,38
FAM114A1,19
TMEM156,211
KLHL5,123
RP11-360F5.1,0
RP11-360F5.3,0
WDR19,39
RFC1,732
KLB,11
RPL9,62687
LIAS,203
UGDH,118
UGDH-AS1,33
SMIM14,942
RP11-539G18.2,3
UBE2K,521
PDS5A,451
N4BP2,470
RHOH,1523
RP11-395I6.2,2
AC195454.1,6
CHRNA9,0
RBM47,128
RP11-588L15.2,0
NSUN7,28
APBB2,153
RP11-632F7.3,0
UCHL1-AS1,0
UCHL1,39
LIMCH1,24
RP11-227F19.5,0
PHOX2B,0
RP11-227F19.1,0
RP11-227F19.2,0
LINC00682,0
RP11-457P14.5,0
TMEM33,369
DCAF4L1,4
RP11-814H16.2,5
SLC30A9,202
BEND4,14
RP11-63A11.1,1
SHISA3,0
ATP8A1,294
RP11-109E24.2,1
RP11-109E24.1,0
GRXCR1,0
RP11-395F4.1,0
RP11-324J13.2,0
RP11-663P9.1,0
RP11-328N19.1,0
KCTD8,0
YIPF7,1
GUF1,151
GNPDA2,144
RP11-700J17.1,0
RP11-700J17.2,8
RP11-362I1.1,0
GABRG1,0
GABRA2,0
RP11-436F23.1,0
COX7B2,2
GABRA4,0
GABRB1,3
COMMD8,659
ATP10D,164
AC092597.3,0
CORIN,11
RP11-121C2.2,6
NFXL1,64
NIPAL1,14
CNGA1,1
TXK,328
TEC,35
SLAIN2,258
SLC10A4,2
ZAR1,0
FRYL,593
OCIAD1,1333
OCIAD1-AS1,0
OCIAD2,1096
CWH43,0
DCUN1D4,123
RP11-365H22.2,3
LRRC66,1
SGCB,53
RP11-535C7.1,0
SPATA18,0
USP46,96
USP46-AS1,4
RP11-177B4.2,0
ERVMER34-1,0
RP11-752D24.3,0
RASL11B,2
SCFD2,42
RP11-752D24.2,0
FIP1L1,612
LNX1,12
LNX1-AS1,0
RP11-571I18.4,5
CHIC2,564
AC110792.1,0
GSX2,0
PDGFRA,0
RP11-231C18.1,0
RP11-231C18.2,0
RP11-545H22.1,0
AC006552.1,0
KIT,50
RP11-273B19.2,0
RP11-273B19.1,0
RP11-463H12.2,0
RP11-530I17.1,0
KDR,0
SRD5A3,167
RP11-177J6.1,1
TMEM165,204
CLOCK,168
RP11-528I4.2,4
PDCL2,0
NMU,21
RP11-345F18.1,0
EXOC1,355
CEP135,602
KIAA1211,4
AASDH,284
RP11-646I6.5,13
PPAT,107
RP11-646I6.6,4
AC068620.1,6
PAICS,376
RP11-393M11.2,3
SRP72,1062
ARL9,32
THEGL,0
HOPX,1494
SPINK2,1264
REST,530
RP11-738E22.3,3
NOA1,388
POLR2B,961
IGFBP7,45
IGFBP7-AS1,1
RP11-300M6.1,0
RP11-319E12.1,0
RP11-319E12.2,1
RP11-685F15.1,0
RP11-4O3.1,0
RP11-4O3.2,0
RP11-577G20.1,0
RP11-577G20.2,0
RP11-506N2.1,0
RP11-340A13.2,0
RP11-340A13.3,0
RP11-622J8.1,0
RP11-725D20.1,0
RP11-525J21.1,3
RP11-593F5.2,0
RP11-16N2.1,8
LPHN3,1
RP11-798L4.1,6
RP11-84A1.3,0
RP11-257A22.1,0
RP11-12K22.1,0
TECRL,0
RP11-707A18.1,13
EPHA5,0
RP11-807H7.1,0
RP11-807H7.2,0
RP11-51P8.1,0
RP11-25H12.1,0
RP11-19C24.1,0
RP11-584P21.2,4
CENPC,839
STAP1,109
UBA6,531
UBA6-AS1,175
GNRHR,0
TMPRSS11D,0
TMPRSS11A,0
TMPRSS11F,0
TMPRSS11BNL,0
TMPRSS11B,1
YTHDC1,997
TMPRSS11E,2
UGT2B17,4
UGT2B15,1
UGT2B10,0
RP11-468N14.13,0
UGT2A3,0
UGT2B7,0
RP11-704M14.1,2
UGT2B11,0
UGT2B28,0
UGT2B4,0
UGT2A1,0
UGT2A2,0
UGT2A1,0
SULT1B1,36
SULT1E1,0
CSN1S1,0
CSN2,0
STATH,0
HTN3,1
HTN1,2
C4orf40,2
ODAM,0
FDCSP,0
CSN3,0
CABS1,0
SMR3A,0
SMR3B,0
PROL1,0
MUC7,0
AMTN,0
AMBN,0
ENAM,8
IGJ,2119
UTP3,269
RP11-46J23.1,0
RUFY3,143
GRSF1,222
MOB1B,93
DCK,1549
SLC4A4,22
GC,0
RP11-545L5.1,0
NPFFR2,1
ADAMTS3,2
RP11-373J21.1,0
RP11-352E8.2,2
COX18,121
ANKRD17,321
RP11-692D12.1,2
ALB,0
AFP,0
AFM,0
RP11-622A1.2,0
RASSF6,26
AC112518.3,0
IL8,34
CXCL6,3
PF4V1,0
CXCL1,3
PF4,1
PPBP,1
CXCL5,5
CXCL3,27
CXCL2,21
MTHFD2L,341
AC093677.1,2
EPGN,0
EREG,57
RP11-727M10.1,0
AREG,22
AC142293.3,0
RP11-727M10.2,0
AREGB,0
BTC,1
PARM1,18
RP11-44F21.3,0
RP11-44F21.2,0
RP11-44F21.5,1
RP11-542G1.1,0
RP11-542G1.2,0
RP11-542G1.3,0
RP11-567N4.2,0
RP11-567N4.3,0
RCHY1,260
THAP6,208
C4orf26,2
CDKL2,6
G3BP2,664
USO1,419
RP11-556N4.1,26
PPEF2,3
NAAA,457
SDAD1,523
AC110615.1,0
RP11-630D6.5,3
CXCL9,0
ART3,6
CXCL10,1
CXCL11,0
NUP54,329
SCARB2,164
FAM47E,15
FAM47E-STBD1,0
FAM47E-STBD1,4
CCDC158,1
SHROOM3,0
RP11-359D14.2,0
RP11-359D14.3,0
SOWAHB,0
11-Sep,449
CCNI,7696
CCNG2,219
RP11-625I7.1,0
CXCL13,0
CNOT6L,413
MRPL1,364
FRAS1,0
ANXA3,14
LINC01094,2
RP11-109G23.3,15
BMP2K,99
PAQR3,40
LINC01088,2
NAA11,0
GK2,0
LINC00989,0
RP11-234K19.1,0
RP11-452C8.1,0
PCAT4,0
ANTXR2,164
RP11-377G16.2,1
PRDM8,27
FGF5,1
C4orf22,1
BMP3,126
PRKG2,19
RP11-100N20.1,0
RASGEF1B,87
RP11-689K5.3,0
RP11-127B20.2,42
HNRNPD,924
RP11-127B20.3,74
HNRNPDL,3765
ENOPH1,448
TMEM150C,11
LINC00575,0
SCD5,27
SEC31A,474
THAP9-AS1,312
THAP9,20
LIN54,87
COPS4,420
PLAC8,3717
RP11-576N17.5,2
COQ2,18
HPSE,27
HELQ,216
MRPS18C,980
FAM175A,364
AGPAT9,126
RP11-767N15.1,0
RP11-42A4.1,0
NKX6-1,0
CDS1,6
WDFY3,27
WDFY3-AS1,0
ARHGAP24,262
RP13-514E23.2,0
MAPK10,1
RP11-778J15.1,0
PTPN13,20
SLC10A6,0
C4orf36,60
AFF1,313
KLHL8,162
RP11-529H2.1,0
HSD17B13,5
HSD17B11,1691
NUDT9,135
RP11-710E1.2,2
SPARCL1,2
RP11-742B18.1,0
DSPP,0
DMP1,0
IBSP,0
MEPE,0
SPP1,9
PKD2,123
ABCG2,21
PPM1K,1077
RP11-10L7.1,4
HERC6,109
HERC5,95
PYURF,1759
HERC3,111
PIGY,0
NAP1L5,46
FAM13A-AS1,43
FAM13A,80
RP11-84C13.1,2
TIGD2,44
RP11-84C13.2,1
GPRIN3,242
RP11-115D19.1,0
SNCA,317
RP11-67M1.1,2
MMRN1,62
CCSER1,61
AC004054.1,0
RP11-763F8.1,0
RP11-354O24.1,0
RP11-562F9.2,0
RP11-9B6.1,0
GRID2,0
RP11-428L21.1,0
RP11-703C10.1,0
ATOH1,0
RP11-363G15.2,0
SMARCAD1,268
HPGDS,27
PDLIM5,129
RP11-554D13.1,0
RP11-168E14.1,0
BMPR1B,9
UNC5C,0
RP11-710C12.1,0
PDHA2,0
RP11-145G20.1,3
RP11-431J17.1,0
STPG2,1
STPG2-AS1,0
RP11-323J4.1,0
RAP1GDS1,333
TSPAN5,28
RP11-724M22.1,0
RP11-1299A16.3,5
EIF4E,768
RP11-571L19.7,0
METAP1,197
RP11-571L19.8,2
ADH5,744
RP11-696N14.1,8
ADH4,0
ADH6,0
ADH1A,0
ADH1B,3
ADH7,0
C4orf17,0
TRMT10A,62
MTTP,0
RP11-766F14.1,0
RP11-766F14.2,0
DAPP1,384
LAMTOR3,276
DNAJB14,752
H2AFZ,7261
RP11-15B17.1,0
DDIT4L,4
RP11-588P8.1,0
EMCN,15
PPP3CA,393
AP001816.1,100
BANK1,420
RP11-498M5.2,0
SLC39A8,152
RP11-499E18.1,21
AF213884.2,0
NFKB1,218
MANBA,328
UBE2D3,3464
RP11-10L12.4,30
CISD2,429
SLC9B1,22
SLC9B2,58
BDH2,189
CENPE,319
RP11-328K4.1,0
RP11-297P16.3,0
RP11-297P16.4,0
TACR3,0
RP11-703G6.1,2
RP11-729M20.1,0
CXXC4,4
AC004053.1,3
AC004063.1,0
RP11-556I14.2,0
RP11-556I14.1,2
AC004069.2,94
TET2,220
TET2-AS1,2
PPA2,566
AC004066.3,0
ARHGEF38,0
INTS12,133
GSTCD,40
RP11-45L9.1,0
NPNT,0
RP11-710F7.2,0
RP11-710F7.3,3
TBCK,154
AIMP1,913
GIMD1,0
RP13-612N21.1,0
DKK2,0
RP11-713M6.2,0
PAPSS1,168
SGMS2,18
RP11-286E11.1,3
CYP2U1,34
RP11-286E11.2,10
HADH,352
LEF1,672
RPL34-AS1,12
RPL34,88762
OSTC,1934
ETNPPL,0
COL25A1,0
AC004051.2,0
SEC24B-AS1,34
SEC24B,138
CCDC109B,839
CASP6,236
AC004067.5,7
PLA2G12A,256
CFI,0
RP11-602N24.3,5
GAR1,326
RRH,0
LRIT3,0
EGF,0
ELOVL6,48
ENPEP,2
RP11-380D23.1,0
RP11-380D23.2,0
PITX2,0
RP11-777N19.1,0
RP11-255I10.2,0
RP11-269F21.1,0
RP11-269F21.2,1
RP11-269F21.3,0
C4orf32,87
RP11-73K9.2,17
AP1AR,116
RP11-73K9.3,14
TIFA,682
ALPK1,74
NEUROG2,0
RP11-402J6.1,0
C4orf21,100
LARP7,796
MIR302B,9
RP11-148B6.2,0
ANK2,3
RP11-119H12.6,0
RP11-650J17.1,0
RP11-650J17.2,0
CAMK2D,269
ARSJ,0
RP11-26P13.2,0
UGT8,7
NDST4,0
RP11-659O3.1,0
MTRNR2L13,16
RP11-55L3.1,0
TRAM1L1,2
AC107399.2,0
AC113617.1,0
AC092661.1,1
AC108056.1,0
NDST3,3
SNHG8,3013
PRSS12,0
RP11-384K6.6,15
METTL14,201
SEC24D,125
SYNPO2,4
RP11-21I10.2,0
MYOZ2,0
RP11-455G16.1,0
USP53,139
C4orf3,3041
FABP2,0
RP11-33B1.4,0
RP11-33B1.3,1
PDE5A,6
RP11-236P13.1,0
RP11-700N1.1,0
RP11-96A1.5,0
MAD2L1,587
RP11-679C8.2,13
RP11-501E14.1,0
PRDM5,18
NDNF,0
RP11-647P12.1,0
TNIP3,31
QRFPR,0
ANXA5,1066
TMEM155,1
AC079341.1,0
EXOSC9,241
CCNA2,307
BBS7,49
RP11-63B13.1,4
TRPC3,0
KIAA1109,412
ADAD1,0
IL2,16
IL21,0
IL21-AS1,0
BBS12,29
FGF2,5
RP11-170N16.3,0
NUDT6,53
SPATA5,114
SPRY1,160
RP11-381N20.2,0
RP11-381N20.1,2
LINC01091,1
AC096732.2,0
CTD-2325B11.1,1
RP11-93I21.3,0
ANKRD50,85
FAT4,1
RP11-399F2.2,0
RP11-318I4.1,0
RP11-810P8.1,0
RP11-125O18.1,0
INTU,60
SLC25A31,0
HSPA4L,63
RP11-50D9.3,4
PLK4,61
MFSD8,152
C4orf29,169
LARP1B,139
PGRMC2,132
RP11-420A23.1,10
RP11-130C6.1,0
RP11-184M15.1,0
RP11-184M15.2,8
JADE1,420
SCLT1,267
C4orf33,109
RP11-419L4.1,0
RP11-519M16.1,0
RP11-422J15.1,0
RP11-521E5.1,0
RP11-401I19.1,0
RP11-314N14.1,0
RP11-614F17.2,2
RP11-745L13.2,2
RP11-789C2.1,2
RP11-1E22.1,1
RP11-62N21.1,0
RP11-149A7.2,1
RP11-404I7.2,0
RP11-404I7.1,0
RP11-9G1.3,0
PCDH10,0
RP11-427M20.1,0
PABPC4L,0
RP11-400D2.2,0
RP11-400D2.3,0
CTD-2012I17.1,0
RP11-192C21.2,0
RP11-553P9.2,1
RP11-553P9.3,0
RP11-780O17.1,0
LINC00613,0
RP11-775H9.3,0
RP11-775H9.2,0
RP11-775H9.1,0
RP11-138I17.1,0
RP11-785F11.1,0
PCDH18,0
RP11-714L20.1,23
RP13-884E18.2,0
RP13-884E18.4,0
RP11-793B23.1,0
LINC00616,0
SLC7A11,33
RP11-733C7.1,0
LINC00498,0
LINC00499,0
LINC00500,0
RP11-173E2.2,0
RP11-98O2.1,0
RP11-371F15.3,2
RP11-577B7.1,0
CCRN4L,1
ELF2,586
MGARP,2
NDUFC1,1430
NAA15,380
RP11-83A24.2,330
RAB33B,62
SETD7,99
RP11-342I1.2,5
RP11-308D13.3,0
MGST2,393
MAML3,79
RP11-392B6.1,0
SCOC,507
RP11-425I13.3,39
CLGN,25
RP11-542P2.1,0
ELMOD2,107
UCP1,0
TBC1D9,48
RP11-102N12.2,0
RP11-102N12.3,13
RNF150,11
ZNF330,352
RP11-586L23.1,0
RP11-362F19.1,8
RP11-362F19.3,2
RP11-208N20.1,0
IL15,97
INPP4B,533
RP11-223C24.2,0
RP11-223C24.1,32
RP11-284M14.1,20
USP38,111
RP11-364L4.3,0
GAB1,153
SMARCA5,965
SMARCA5-AS1,6
FREM3,4
RP13-578N3.3,3
GYPE,17
RP11-673E1.1,1
RP11-673E1.4,0
GYPB,115
GYPA,165
RP11-361D14.2,0
HHIP-AS1,137
HHIP,50
RP13-539F13.3,0
ANAPC10,285
ABCE1,586
OTUD4,139
RP11-142A22.4,0
SMAD1,184
SMAD1-AS2,0
SMAD1-AS1,0
RP11-557J10.5,0
MMAA,35
RP11-557J10.4,0
C4orf51,0
ZNF827,101
RP11-181K12.2,0
RP11-203B7.2,1
RP11-203B7.1,0
LINC01095,0
LSM6,1577
RP11-6L6.2,0
RP11-6L6.7,0
SLC10A7,62
POU4F2,0
TTC29,0
RP11-292D4.2,0
RP11-292D4.1,0
RP11-292D4.3,0
EDNRA,0
RP11-752L20.5,0
RP11-425A23.1,0
TMEM184C,139
PRMT10,310
ARHGAP10,38
NR3C2,26
RP11-76G10.1,0
RP11-503L19.1,0
RP11-563M4.1,0
RP11-342A1.1,0
RP11-24I21.1,1
RP11-526A4.1,0
RP11-707F2.1,0
RP11-423J7.1,0
DCLK2,14
LRBA,439
RP11-1336O20.2,0
MAB21L2,0
RPS3A,91654
SH3D19,34
RP11-372K14.2,14
PRSS48,0
RP11-731D1.4,3
RP11-610P16.1,1
FAM160A1,5
RP11-164P12.4,2
PET112,66
RP11-164P12.3,1
RP11-424M21.1,0
RP11-503L23.1,0
RP11-73G16.3,0
RP11-73G16.2,31
RP11-18H21.1,306
RP11-18H21.2,0
RP11-18H21.3,2
RP11-461L13.4,0
RP11-461L13.5,0
RP11-461L13.3,1
FBXW7,280
RP11-461L13.2,1
MIR4453,67
TMEM154,367
RP11-768B22.2,1
TIGD4,2
ARFIP1,125
FHDC1,13
RP11-285C1.2,0
TRIM2,19
MND1,198
KIAA0922,454
TLR2,96
RNF175,3
RP11-153M7.5,0
SFRP2,0
DCHS2,0
PLRG1,289
FGB,0
FGA,0
FGG,0
LRAT,16
RP11-21G20.3,2
RBM46,0
RP11-92A5.2,0
NPY2R,0
AC097467.2,0
RP11-27G13.1,0
MAP9,127
RP13-487K5.1,0
GUCY1A3,111
GUCY1B3,54
ASIC5,0
TDO2,0
CTSO,135
RP11-171N4.1,0
RP11-171N4.2,0
RP11-171N4.3,0
RP11-171N4.4,0
PDGFC,22
RP11-154F14.2,0
GLRB,2
GRIA2,0
RP11-364P22.1,0
RP11-364P22.2,0
FAM198B,80
RP11-597D13.9,38
RP11-597D13.8,0
TMEM144,36
RXFP1,2
RP11-781M16.2,0
C4orf46,97
ETFDH,171
PPID,403
FNIP2,115
C4orf45,2
RAPGEF2,99
RP11-138A23.2,0
RP11-6C14.1,0
RP11-502M1.2,0
RP11-234O6.2,0
FSTL5,0
RP11-497K21.1,9
AC005150.1,0
RP11-563E2.2,0
NAF1,88
NPY1R,0
NPY5R,0
TKTL2,0
TMA16,351
1-Mar,412
RP11-218F10.3,16
RP11-294O2.2,18
TRIM61,53
FAM218A,19
RP11-366M4.13,0
TRIM60,5
RP11-219C20.3,1
TMEM192,298
KLHL2,63
MSMO1,178
CPE,1
RP11-340B18.1,0
TLL1,0
RP11-217C7.1,0
SPOCK3,6
RP11-436A7.1,0
RP11-310I9.1,0
ANXA10,0
DDX60,141
DDX60L,258
PALLD,22
RP11-610J23.1,0
RP11-635L1.3,0
CBR4,379
RP11-483A20.3,3
SH3RF1,42
RP11-327O17.2,0
NEK1,204
CLCN3,245
C4orf27,451
RP11-205M3.3,12
RP11-6E9.5,0
RP11-6E9.4,0
MFAP3L,2
AADAT,28
RP11-789C1.1,0
RP11-789C1.2,0
RP11-322J23.1,0
RP11-344G13.1,0
RP11-717H13.1,1
RP11-97E7.1,1
RP11-97E7.2,0
GALNTL6,7
RP11-10K16.1,28
GALNT7,289
RP11-798M19.3,1
HMGB2,10833
RP11-798M19.6,104
SAP30,29
SCRG1,26
RP11-489G11.3,0
HAND2,1
HAND2-AS1,15
RP11-475B2.1,0
RP11-161D15.2,0
RP11-161D15.1,0
RP11-161D15.3,0
RP11-148L24.1,1
RP11-248N22.1,0
RP11-248N22.2,0
FBXO8,137
CEP44,194
RP11-51M24.1,0
HPGD,56
RP11-440I14.2,2
RP11-440I14.3,1
GLRA3,36
ADAM29,2
RP13-577H12.2,0
RP11-287F9.2,1
RP11-598D14.1,0
GPM6A,133
RP11-806K15.1,0
WDR17,11
SPATA4,0
ASB5,0
RP11-87F15.2,0
SPCS3,706
RP11-313E19.2,0
VEGFC,0
RP11-624A4.1,0
RP11-765K14.1,0
RP11-487E13.1,0
NEIL3,56
RP11-376O6.2,0
AGA,229
RP11-130F10.1,4
RP11-140M13.1,0
LINC01098,0
LINC01099,0
RP11-404J23.1,0
RP11-460H9.1,0
LINC00290,0
RP11-665C14.2,0
RP11-540E16.2,0
AC108142.1,1
TENM3,0
RP11-18D7.3,0
RP11-18D7.2,0
RP11-188P17.2,2
DCTD,296
RP11-335L23.4,0
RP11-335L23.5,0
WWC2-AS2,0
WWC2,21
WWC2-AS1,0
CLDN22,0
CLDN24,0
CDKN2AIP,378
RP11-367N14.2,10
ING2,62
RP11-367N14.3,1
RWDD4,331
TRAPPC11,160
STOX2,5
ENPP6,1
RP11-290F5.2,4
RP11-290F5.1,25
IRF2,988
RP11-326I11.3,148
RP11-326I11.4,4
RP11-242J7.1,0
CASP3,335
PRIMPOL,118
CENPU,471
ACSL1,55
RP11-701P16.2,3
RP11-701P16.5,6
LINC01093,0
RP11-386B13.4,0
HELT,0
RP11-386B13.3,0
SLC25A4,161
KIAA1430,524
SNX25,79
LRP2BP,37
RP11-714G18.1,2
ANKRD37,57
UFSP2,219
C4orf47,2
CCDC110,7
RP11-279O9.4,4
PDLIM3,19
SORBS2,7
RP11-301L8.2,0
RP11-626E13.1,0
RP11-45I20.1,0
TLR3,13
FAM149A,2
AC110771.1,1
CYP4V2,58
KLKB1,2
F11,0
F11-AS1,0
RP11-215A19.2,0
MTNR1A,0
FAT1,0
RP11-11N5.1,0
RP11-11N5.3,0
RP11-217E13.1,0
RP11-696F12.1,0
RP11-308K2.1,0
RP11-138B4.1,0
RP11-91J3.2,0
RP11-91J3.3,0
RP11-237D3.1,0
RP11-565A3.2,0
RP11-565A3.1,0
ZFP42,1
TRIML2,5
TRIML1,0
RP11-366H4.3,5
RP11-366H4.1,0
LINC01060,0
RP11-756P10.4,0
RP11-756P10.5,0
RP11-756P10.2,1
RP11-818C3.1,0
